"store_id","hub_id","store_name","store_segment","store_plan_price","store_latitude","store_longitude"
"1415","8","LUVAES ","GOOD","29","-22.921474","-43.23482"
"1416","13","LUVAES ","GOOD","29","-22.887522","-43.283367"
"1419","8","PLIMUMIO ","GOOD","29","-22.921474","-43.23482"
"1428","8","SILAMIS ","GOOD",,"-22.921474","-43.23482"
"1431","20","UMACAU ","GOOD","29","-22.996847","-43.3612"
"1432","33","LUPI ","GOOD",,"-23.579067","-46.594006"
"1433","33","RIOPULLAMU ","GOOD","29","-23.579067","-46.594006"
"1435","8","USIFLUS ","GOOD","29","-22.921474","-43.23482"
"1437","20","EULIRUM ","GOOD","29","-22.996847","-43.3612"
"1438","13","RIOPULLAMU ","GOOD","29","-22.887522","-43.283367"
"1442","31","AIEMAMIMU IU PRUSEM","GOOD","29","-23.631836","-46.735203"
"1454","36","RUGI SMIRU CICIU SZIS ","GOOD","29","-30.085743","-51.246"
"1455","27","CICIU SZIS ","GOOD","29","-23.622995","-46.699203"
"1458","29","RUGI SMIRU CICIU SZIS ","GOOD","29","-23.561052","-46.558975"
"1460","29","CIARUM SMUOLUMS ","GOOD","29","-23.561052","-46.558975"
"1473","33","PILRUARIS SMIRU ","GOOD","29","-23.579067","-46.594006"
"1474","33","IMICIPRA ","GOOD","29","-23.579067","-46.594006"
"1477","13","CLUPU RULASSI ","GOOD","29","-22.887522","-43.283367"
"1482","36","SSIRIVSGA ","GOOD","29","-22.998898","-43.337105"
"1492","18","ZURAMG CIPICIPIMI ","GOOD","29","-22.972849","-43.18826"
"1495","18","ZURAMG CIMUMU ","GOOD","29","-22.930807","-43.177547"
"1496","18","ZURAMG RAI SUA","GOOD","29","-22.956842","-43.176537"
"1497","35","ZURAMG ","GOOD","29","-22.98237","-43.361244"
"1498","16","ZURAMG IRURACIS ","GOOD","29","-22.973898","-43.36743"
"1507","18","ZURAMG CUMURI ","GOOD","29","-22.902939","-43.17981"
"1508","8","IMACIS CIRIA","GOOD",,"-22.921474","-43.23482"
"1512","8","VAI RAI ","GOOD","29","-22.921474","-43.23482"
"1515","33","AIEMAMIMU IU PRUSEM","GOOD","29","-23.579067","-46.594006"
"1519","26","IPIQA ","GOOD","29","-23.563759","-46.652622"
"1520","25","IPIQA ","GOOD","29","-23.570765","-46.642044"
"1528","20","EULARAI MRIPACIA","FOOD","49","-22.996847","-43.3612"
"1529","17","�RPIR PILMACI ","GOOD",,"-23.59955","-46.636757"
"1530","36","SUPSIO ","FOOD","49","-30.085743","-51.246"
"1538","33","CISI PIUEUEMI ","GOOD","49","-23.579067","-46.59282"
"1539","21","CISI PIUEUEMI ","GOOD","49","-23.550407","-46.72129"
"1551","3","PRIMGIPA","GOOD",,,
"1556","36","PIPRU SUIM ","FOOD","49","-30.085743","-51.246"
"1560","17","MUG ","GOOD","29","-23.59955","-46.636757"
"1568","33","EUCI SGAM ","GOOD","29","-23.579067","-46.594006"
"1571","27","EURECA MPECILIMUS ","GOOD",,"-23.622995","-46.699203"
"1579","20","ILAVI ","FOOD","49","-22.996847","-43.359634"
"1583","13","LUVAES ","GOOD","29","-22.887522","-43.283367"
"1584","18","LUVAES ","GOOD","29","-22.94733","-43.183533"
"1586","8","EULARAI MRIPACIA","FOOD","49","-22.921474","-43.23482"
"1587","35","EULARAI MRIPACIA","FOOD","49","-22.97315","-43.37081"
"1589","43","R RIRMIM ","GOOD","29","-25.441221","-49.27769"
"1590","20","ISZUI ","GOOD","29","-22.996847","-43.3612"
"1591","33","PUZAMZI E CAI ","GOOD","29","-23.579067","-46.594006"
"1594","51","CZAMULIMACIS ","GOOD","29","-22.927336","-43.572533"
"1600","17","PILRAPO ","GOOD",,"-23.59955","-46.636757"
"1601","28","MIOURIOU ","GOOD","29","-23.595776","-46.685986"
"1602","25","MIOURIOU ","GOOD","29","-23.570765","-46.642044"
"1603","29","MIOURIOU ","GOOD",,"-23.561052","-46.558975"
"1606","36","PIARIUARI","GOOD",,,
"1607","13","EPOSIRPI ","GOOD","29","-22.887522","-43.283367"
"1608","17","CZALLA PUIMS LISI ","GOOD","29","-23.59955","-46.636757"
"1609","43","SIRSUMG ","GOOD",,"-25.441221","-49.27769"
"1610","42","SIRSUMG ","GOOD",,"-25.438766","-49.266533"
"1612","44","SIRSUMG ","GOOD",,"-25.43514","-49.316788"
"1620","27","META EASSU PURUMACU ","GOOD","29","-23.622995","-46.699203"
"1621","20","META EASSU PURUMACU ","GOOD","29","-22.996847","-43.3612"
"1622","29","META EASSU PURUMACU ","GOOD","29","-23.561052","-46.558975"
"1629","25","SIRLE MUMUAS ","GOOD","29","-23.570765","-46.642044"
"1630","33","PIR DA URSI ","GOOD",,"-23.579067","-46.594006"
"1632","17","GRUGIRO ","GOOD","29","-23.59955","-46.636757"
"1633","44","PIRAGUAM","GOOD",,,
"1634","8","ITAOUS ","GOOD",,"-22.921474","-43.23482"
"1635","37","PIPCIRM GIUARUM ","FOOD","29","-23.507105","-46.718197"
"1636","33","PRUSUMA OUS IMSIS ","GOOD","29","-23.579067","-46.594006"
"1641","25","CIRACIOU ","GOOD","29","-23.570765","-46.642044"
"1642","27","CIRACIOU ","GOOD","29","-23.622995","-46.699203"
"1647","44","CIRACIOU ","GOOD","29","-25.43514","-49.316788"
"1649","44","PIRPALA ","GOOD","29","-25.43514","-49.316788"
"1661","44","PUGUM ","GOOD","29","-25.43514","-49.316788"
"1664","26","SPILUMI ","FOOD","49","-23.563759","-46.652622"
"1667","44","CLACAO SLARU ","GOOD","29","-25.43514","-49.316788"
"1674","27","VUSMUR ","GOOD","29","-23.622995","-46.699203"
"1679","17","CUMOIARAS ","GOOD","29","-23.59955","-46.636757"
"1680","43","MAP MIP ","GOOD","29","-25.441221","-49.27769"
"1681","35","ZIM ME MUMEUR ","FOOD","49","-22.97315","-43.37081"
"1685","13","CUMOIARAS ","GOOD","29","-22.887522","-43.283367"
"1693","17","ACULIS MRAMIM ","GOOD","29","-23.59955","-46.636757"
"1696","33","SUPUR GRALA","FOOD","49","-23.579067","-46.594006"
"1704","28","MIUMSAU ","FOOD","49","-23.595776","-46.685986"
"1705","8","CIMRIM ","GOOD","29","-22.921474","-43.23482"
"1721","20","CIRACIOU ","GOOD","29","-22.996847","-43.3612"
"1723","33","CIRACIOU ","GOOD","29","-23.579067","-46.594006"
"1728","33","PASCIAMU ","FOOD","49","-23.579067","-46.594006"
"1729","22","CIRACIOU ","GOOD","29","-23.001696","-43.386494"
"1730","8","CIRACIOU ","GOOD","29","-22.921474","-43.23482"
"1739","20","CIMRIM ","GOOD","29","-22.996847","-43.3612"
"1745","43","PUGUM ","GOOD","29","-25.441221","-49.27769"
"1748","25","SSIRIVSGA ","GOOD","29","-23.570765","-46.642044"
"1772","20","IMIUGA VUGIMI ","FOOD",,"-22.996847","-43.3612"
"1784","21","EURECA ","GOOD",,"-23.550407","-46.72129"
"1787","44","GRUGIRO ","GOOD",,"-25.43514","-49.316788"
"1792","36","ASASS ","FOOD","49","-30.085743","-51.246"
"1799","51","SARIVIGIMZI ","GOOD","29","-22.927336","-43.572533"
"1801","17","ZIPU ","GOOD","29","-23.59955","-46.636757"
"1804","3","RIRAI CISAMZI ","FOOD",,"-30.038145","-51.20352"
"1814","13","I CISI DA PRUSI ","FOOD",,"-22.887522","-43.283367"
"1816","44","RUGI CICIU SZIS ","GOOD","29","-25.43514","-49.316788"
"1820","29","PIRPALA ","GOOD","29","-23.561052","-46.558975"
"1822","27","PIRPALA ","GOOD","29","-23.622995","-46.699203"
"1833","8","ZUS ","GOOD","29","-22.921474","-43.23482"
"1835","25","PASCIAMU ","FOOD","49","-23.570765","-46.642044"
"1842","13","TRAPRAM POI ","FOOD","49","-22.887522","-43.283367"
"1844","51","RUGI SMIRU CICIU SZIS ","GOOD","29","-22.927336","-43.572533"
"1852","36","PILIMCUIOU ","FOOD","49","-30.085743","-51.246"
"1855","16","CRICS ","GOOD","29","-23.020708","-43.4897"
"1867","27","CUMOIARAS ","GOOD","29","-23.622995","-46.699203"
"1872","26","CUMOIARAS ","GOOD","29","-23.563759","-46.652622"
"1873","26","CUMOIARAS QUAISQA ","GOOD","29","-23.563759","-46.652622"
"1874","25","CUMOIARAS ","GOOD","29","-23.570765","-46.642044"
"1875","25","CUMOIARAS ","GOOD",,"-23.570765","-46.642044"
"1881","20","CUMOIARAS ","GOOD","29","-22.996847","-43.3612"
"1882","20","CUMOIARAS QUAISQA MO ","GOOD","29","-22.996847","-43.3612"
"1883","31","CIPIOURMU ","GOOD",,"-23.631836","-46.735203"
"1888","33","ZIVIAIMIS ","GOOD","29","-23.579067","-46.594006"
"1899","21","VPUIUMO ","GOOD","29","-23.550407","-46.72129"
"1910","17","ARIGAMIRAUR ","GOOD","29","-23.59955","-46.636757"
"1911","13","USPIRMU FAMI SMIRU ","GOOD","29","-22.887522","-43.283367"
"1914","16","PIRMI DA SIPIR ","FOOD","49","-23.020708","-43.4897"
"1923","3","GUIAPUCI PURGUR ","FOOD","49","-30.038145","-51.20352"
"1924","20","VIMS ","GOOD","29","-22.996847","-43.3612"
"1925","17","I PIMACIRAI ","GOOD","29","-23.59955","-46.636757"
"1926","17","META EASSU PURUMACU ","GOOD","29","-23.59955","-46.636757"
"1928","44","SIZMUO RICAUMS ","FOOD","49","-25.43514","-49.316788"
"1930","20","USPUMUI CIRAICI ","FOOD","49","-22.996847","-43.3612"
"1940","31","PAMACIS ","GOOD","19","-23.631836","-46.735203"
"1964","13","LUEMIS MOIM ","GOOD","29","-22.887522","-43.283367"
"1967","43","RIRIMI ","GOOD","29","-25.441221","-49.27769"
"1981","13","LIFM ","GOOD",,"-22.887522","-43.283367"
"1984","43","SUSZAIGA ","FOOD","49","-25.441221","-49.27769"
"1987","20","PIRPALA ","GOOD","29","-22.996847","-43.3612"
"1992","43","CZALLA PUIMS ","GOOD","29","-25.441221","-49.27769"
"1996","51","META EASSU PURUMACU ","GOOD","29","-22.927336","-43.572533"
"1997","18","META EASSU PURUMACU ","GOOD","29","-22.94733","-43.183533"
"1999","43","META EASSU PURUMACU ","GOOD","29","-25.441221","-49.27769"
"2002","44","META EASSU PURUMACU ","GOOD","29","-25.43514","-49.316788"
"2006","18","LUVAES ","GOOD","29","-22.94733","-43.183533"
"2007","26","ZIVIMUI ","GOOD","29","-23.563759","-46.652622"
"2008","8","META EASSU PURUMACU ","GOOD","29","-22.921474","-43.23482"
"2012","44","EURECA ","GOOD","29","-25.43514","-49.316788"
"2013","31","EURECA ","GOOD","29","-23.631836","-46.735203"
"2014","20","EURECA ","GOOD","29","-22.996847","-43.3612"
"2026","13","LU EUPAIMAR ","FOOD","49","-22.887522","-43.283367"
"2028","13","CZALLA PUIMS ","GOOD","29","-22.887522","-43.283367"
"2036","44","SUSZAIGA ","FOOD","49","-25.43514","-49.316788"
"2037","28","LUVAES ","GOOD","29","-23.595776","-46.685986"
"2043","31","IRUZZI ","GOOD","29","-23.631836","-46.735203"
"2047","17","LUVAS ","GOOD","29","-23.59955","-46.636757"
"2049","17","SIRLE MUMUAS ","GOOD","29","-23.59955","-46.636757"
"2050","33","IRUZZI ","GOOD","29","-23.579067","-46.594006"
"2052","13","AERUIR  ","GOOD",,"-22.887522","-43.283367"
"2055","8","SIMUI LIMOI ","GOOD","29","-22.921474","-43.23482"
"2060","43","FIPRACI EA MPECILIMU ","FOOD","49","-25.441221","-49.27769"
"2061","42","FIPRACI EA MPECILIMU ","FOOD","49","-25.438766","-49.266533"
"2070","31","PA PISACI ","GOOD","29","-23.631836","-46.735203"
"2073","21","PIMOURI ","GOOD","29","-23.550407","-46.72129"
"2074","42","PUPALU RAS ","FOOD","49","-25.438766","-49.266533"
"2078","13","MIRMUVAVI","GOOD","29","-22.887522","-43.283367"
"2079","13","ARIGAMIRAUR ","GOOD","29","-22.887522","-43.283367"
"2080","8","SIRGU PASMPEOL ","GOOD","29","-22.921474","-43.23482"
"2097","33","CICIU SZIS ","GOOD","29","-23.579067","-46.594006"
"2109","21","ZIVIAIMIS ","GOOD","29","-23.550407","-46.72129"
"2110","27","CRAIRAGIS ","GOOD","29","-23.622995","-46.699203"
"2112","51","PIMRIMA ","FOOD","49","-22.926905","-43.572533"
"2118","8","ZIPU ","GOOD","29","-22.921474","-43.23482"
"2136","27","CAI RIRAMARI ","GOOD","29","-23.622995","-46.699203"
"2137","33","RUSURVI ","GOOD","29","-23.579067","-46.594006"
"2138","33","QUAGSALVUR ","GOOD","29","-23.579067","-46.594006"
"2139","33","EAVAMI FIGOI ","FOOD","49","-23.579067","-46.59282"
"2142","43","ILZI I TRAPRIS ","FOOD","49","-25.441221","-49.27769"
"2149","43","VUG U LUV ","FOOD","49","-25.441221","-49.27769"
"2150","31","IRMU UR RUMILZIS ","GOOD","29","-23.631836","-46.735203"
"2156","43","RO PISMUAS ","FOOD","49","-25.441221","-49.27769"
"2161","28","EAVAMI FIGOI ","FOOD","49","-23.595776","-46.685986"
"2167","25","CIPIOURMU ","GOOD","29","-23.570765","-46.642044"
"2168","17","IMICIPRA ","GOOD","29","-23.59955","-46.636757"
"2169","31","AMACI RAMIMA ","GOOD",,"-23.631836","-46.735203"
"2170","37","SIZMUO RICAUMS ","FOOD","49","-23.507105","-46.718197"
"2181","13","LILI CISRUMACS ","GOOD","29","-22.887522","-43.283367"
"2188","44","RO PISMUAS ","FOOD","49","-25.43514","-49.316788"
"2189","42","RO PISMUAS ","FOOD","49","-25.438766","-49.266533"
"2193","21","RIOPULLAMU ","GOOD",,"-23.550407","-46.72129"
"2198","13","AZASSARI ","GOOD","29","-22.887522","-43.283367"
"2211","35","IMRISFURI SPIRM MUMRAMAIM ","GOOD","29","-22.97315","-43.37081"
"2216","18","PAMACIS ","GOOD","29","-22.94733","-43.183533"
"2221","33","MUG ","GOOD","29","-23.579067","-46.594006"
"2229","42","MUG ","GOOD","29","-25.438766","-49.266533"
"2233","31","MAP MIP ","GOOD","29","-23.629826","-46.735203"
"2244","17","PUGUM ","GOOD","29","-23.59955","-46.636757"
"2249","20","EU POI MI ILRIMI ","FOOD","0","-22.996847","-43.359634"
"2257","42","LOI CISROMACIS ","GOOD","29","-25.438766","-49.266533"
"2260","44","CZALLA PUIMS ","GOOD","29","-25.43514","-49.316788"
"2261","43","LOI CISROMACIS ","GOOD","29","-25.441221","-49.27769"
"2264","33","MAP MIP ","GOOD",,"-23.579067","-46.594006"
"2267","17","SIZ DA IMIA ","FOOD","49","-23.59955","-46.636757"
"2270","73","LIGGAPLUS","FOOD",,,
"2274","27","LILI CISRUMACS ","GOOD",,"-23.622995","-46.699203"
"2275","20","LILI CISRUMACS ","GOOD","29","-22.996847","-43.3612"
"2276","28","LILI CISRUMACS ","GOOD","29","-23.595776","-46.685986"
"2278","51","IPA EMUOU ","GOOD",,,
"2292","37","AIEMAMIMU IU PRUSEM","GOOD","29","-23.507105","-46.718197"
"2306","13","ZIVIAIMIS ","GOOD",,"-22.887522","-43.283367"
"2311","13","PAGAES ","GOOD","29","-22.887522","-43.283367"
"2313","36","IPALUPAES ","FOOD","49","-30.085743","-51.246"
"2317","37","SIRSUMG ","GOOD","0","-23.507105","-46.718197"
"2326","37","CLUPU RULASSI ","GOOD",,"-23.507105","-46.718197"
"2354","13","RIOIAMRUEUA","FOOD","49","-22.887522","-43.283367"
"2355","17","URPARAI IEUGI PULIMIS ","GOOD","29","-23.581713","-46.64582"
"2356","8","CAI RIRAMARI ","GOOD","29","-22.921474","-43.234776"
"2390","8","SIRLE MUMUAS ","GOOD",,"-22.921474","-43.23482"
"2398","27","EAVAMI FIGOI ","FOOD","49","-23.622995","-46.699203"
"2400","75","CLUPU RULASSI ","GOOD","29","-25.477074","-49.28966"
"2403","42","CLUPU RULASSI ","GOOD",,"-25.438766","-49.266533"
"2404","43","CLUPU RULASSI ","GOOD","29","-25.441221","-49.27769"
"2413","51","RE GULIMURAI ","FOOD",,"-22.927336","-43.572533"
"2414","75","CAI DA PUERI ","GOOD","29","-25.477074","-49.28966"
"2425","33","CMS ","GOOD",,"-23.579067","-46.594"
"2429","44","PUPALU RAS MUI ","FOOD",,"-25.43514","-49.316788"
"2432","42","MUMUO PIVIRAIM ","FOOD","29","-25.438766","-49.266533"
"2433","75","MUMUO PIVIRAIM ","FOOD","29","-25.477074","-49.28966"
"2434","75","MZU PIEO SZIP ","GOOD",,"-25.477074","-49.28966"
"2436","75","ZURAMG GAES ","GOOD","29","-25.477074","-49.28966"
"2439","37","PAZZI ZUM ","FOOD","49","-23.507105","-46.718197"
"2447","13","CISIS PUERI ","GOOD","29","-22.886774","-43.283165"
"2451","13","SUSMAMA ","GOOD",,"-22.887522","-43.283367"
"2459","44","EUCI SGAM ","GOOD","29","-25.43514","-49.316788"
"2463","75","RIRG LISUR PURSIMILAMO ","GOOD",,"-25.477074","-49.28966"
"2465","28","CIMSMIMCU ","GOOD",,"-23.595776","-46.685986"
"2466","37","LUVAES ","GOOD",,"-23.507105","-46.718197"
"2468","26","AIEMAMIMU IU PRUSEM","GOOD","29","-23.563759","-46.652622"
"2471","75","SIRSUMG ","GOOD",,"-25.477074","-49.28966"
"2479","37","IRUZZI ","GOOD","29","-23.507105","-46.718197"
"2480","27","CLUPU RULASSI ","GOOD","29","-23.622995","-46.699203"
"2482","31","LICISMU ","GOOD","29","-23.631836","-46.735203"
"2489","75","CIRACIOU ","GOOD","29","-25.477074","-49.28966"
"2500","51","CEI ","GOOD",,"-22.927336","-43.572533"
"2505","13","IRUZZI ","GOOD","29","-22.887522","-43.283367"
"2518","21","EUCI SGAM QUAISQA ","GOOD","29","-23.550407","-46.72129"
"2529","27","EUCI SGAM ","GOOD","29","-23.622995","-46.699203"
"2541","51","GIMA ","FOOD","49","-22.927336","-43.572533"
"2542","20","EUCI SGAM ","GOOD","29","-22.996847","-43.3612"
"2543","20","EUCI SGAM ","GOOD","29","-22.996847","-43.35981"
"2545","29","EUCI SGAM ","GOOD","29","-23.561052","-46.558975"
"2559","51","PIARU ","FOOD",,"-22.927336","-43.572533"
"2583","43","PRURAIMUI ","FOOD","49","-25.441221","-49.27769"
"2587","75","PEC PILIS ","FOOD","49","-25.477074","-49.28966"
"2595","8","USPIRMU FAMI SMIRU ","GOOD",,"-22.921474","-43.234776"
"2604","21","GIPUMZIGUM ","GOOD",,"-23.550407","-46.72129"
"2640","27","CZALLA PUIMS ","GOOD","29","-23.622995","-46.699203"
"2645","31","GRIME CRU ","GOOD","29","-23.629826","-46.735203"
"2658","75","LUI CISRUMACIS ","GOOD","29","-25.477074","-49.28966"
"2661","75","RALGLIMEAI ","GOOD","29","-25.477074","-49.28966"
"2664","75","ZIVIMUI ","GOOD","29","-25.477074","-49.28966"
"2700","26","MZU SUACU LIP ","FOOD","49","-23.563759","-46.652622"
"2703","75","MPECILIMUS PRISEMCICIU ","GOOD","29","-25.477074","-49.28966"
"2710","75","ZIVIAIMIS ","GOOD","29","-25.477074","-49.28966"
"2730","44","TRAF VURGO ","FOOD","49","-25.43514","-49.316788"
"2732","35","RO PRISMAUS ","FOOD","49","-22.96988","-43.37081"
"2734","51","PALLO MZU GRALA","FOOD","49","-22.926905","-43.572533"
"2749","51","PALLO PURGAR ","FOOD","49","-22.927336","-43.572533"
"2754","28","IMO IMO ","GOOD","29","-23.595215","-46.685986"
"2756","29","IMO IMO ","GOOD","29","-23.561052","-46.558975"
"2764","44","RUG ICUSSIRAIS AMFIMUAS ","GOOD","29","-25.43514","-49.316788"
"2785","37","GIPUMZIGUM ","GOOD","29","-23.507105","-46.718197"
"2800","75","LIVAM ","GOOD","29","-25.477074","-49.28966"
"2812","31","EAVAMI FIGOI ","FOOD","49","-23.629826","-46.735203"
"2816","27","IMO IMO ","GOOD","29","-23.622995","-46.699203"
"2836","75","RO COIGAUS ","FOOD","49","-25.477074","-49.28966"
"2861","44","CISI PIUEUEMI ","GOOD","29","-25.43514","-49.316788"
"2863","36","URPIRAI USSUMZI ","GOOD","29","-30.085743","-51.246"
"2872","13","RALGLIMEAI ","GOOD","29","-22.887522","-43.283367"
"2888","75","CISI PIUEUEMI ","GOOD","0","-25.477074","-49.28966"
"2891","75","CISAMZI LIVURS ","FOOD","49","-25.477074","-49.28966"
"2894","42","LIVAIM ","FOOD","49","-25.438766","-49.266533"
"2904","8","OUMZIZ ","GOOD","29","-22.921474","-43.23482"
"2908","36","IPALUPAES ERAMGS ","FOOD","49","-30.085743","-51.246"
"2917","17","RIOPULLAMU ","GOOD","29","-23.59955","-46.636757"
"2933","8","CISI PIUEUEMI ","GOOD",,"-22.921474","-43.23482"
"2948","42","GUIRGUES ","FOOD","49","-25.438766","-49.266533"
"2954","29","MICI PULA","FOOD","0","-23.561052","-46.558975"
"2955","20","MICI PULA","FOOD","0","-22.996847","-43.35981"
"2956","18","MICI PULA","FOOD","49","-22.94733","-43.183533"
"2958","35","MICI PULA","FOOD","0","-22.96988","-43.37081"
"2959","33","MICI PULA","FOOD","0","-23.579067","-46.594006"
"2960","27","MICI PULA","FOOD","0","-23.622995","-46.699203"
"2962","25","MICI PULA","FOOD","0","-23.57075","-46.642044"
"2963","17","MICI PULA","FOOD","0","-23.59955","-46.636757"
"2964","8","MICI PULA","FOOD","0","-22.921474","-43.23482"
"2971","51","AR FAM ","FOOD","49","-22.926905","-43.572533"
"2980","75","SUSZAIGA ","FOOD","49","-25.477074","-49.28966"
"3000","42","PIUARUR ","GOOD","29","-25.438766","-49.266533"
"3001","43","RULMACIASIS ","GOOD","29","-25.441221","-49.27769"
"3008","75","FRUG FRIZUM ","FOOD","49","-25.477074","-49.28966"
"3012","43","CISI PIUEUEMI ","GOOD","29","-25.441221","-49.27769"
"3016","18","RO PRISMAUS ","FOOD","49","-22.94733","-43.183533"
"3019","29","CISI PIUEUEMI ","GOOD","29","-23.561052","-46.558975"
"3021","43","CISI PILIME ","GOOD","49","-25.441221","-49.27769"
"3048","35","CRUPULICOS ","FOOD","49","-22.96988","-43.37081"
"3060","29","PIGUE PIPACO ","FOOD","49","-23.561052","-46.558975"
"3062","25","CISI PIUEUEMI ","GOOD","29","-23.57017","-46.642044"
"3063","20","RIARIMUA","GOOD","29","-22.996847","-43.359634"
"3068","37","PIGUE PIPACO ","FOOD","49","-23.507105","-46.718197"
"3070","17","PIGUE PIPACO ","FOOD","49","-23.59955","-46.636757"
"3071","31","PIGUE PIPACO ","FOOD","49","-23.631836","-46.735203"
"3077","75","PIP RU ","GOOD","29","-25.477074","-49.28966"
"3091","25","PIGUE PIPACO ","FOOD","49","-23.570765","-46.642044"
"3097","26","PIGUE PIPACO ","FOOD","49","-23.563759","-46.652622"
"3105","27","PIGUE PIPACO ","FOOD","49","-23.622995","-46.699203"
"3117","8","PIPS ","FOOD","49","-22.921474","-43.23482"
"3128","20","GAMGS ","GOOD","29","-22.996847","-43.359634"
"3162","37","RULMACIASIS ","GOOD","29","-23.507105","-46.718197"
"3172","44","ZIVIMUI ","GOOD","29","-25.43514","-49.316788"
"3182","51","MAR ","GOOD","29","-22.927336","-43.572533"
"3183","8","MAR ","GOOD","29","-22.921474","-43.23482"
"3185","13","MAR ","GOOD","29","-22.887522","-43.283367"
"3218","27","RUG ICUSSIRAIS AMFIMUAS ","GOOD","39","-23.622995","-46.699203"
"3222","20","PIRMI DA SIPIR ","FOOD","49","-22.996847","-43.3612"
"3230","42","SUSZA OIRI ","FOOD","49","-25.438766","-49.266533"
"3254","28","PIMOURUA","FOOD","49","-23.595776","-46.685986"
"3265","37","EAVAMI FIGOI ","FOOD","49","-23.507105","-46.718197"
"3279","44","SALITO ","GOOD","29","-25.43514","-49.316788"
"3284","31","MZU PIEO SZIP ","GOOD","29","-23.629826","-46.735203"
"3285","25","MZU PIEO SZIP ","GOOD","29","-23.57017","-46.642044"
"3296","29","PRAGIEURAI ","FOOD","49","-23.561052","-46.558975"
"3322","13","USPIMI RUPRI MUGRI ","GOOD","29","-22.887522","-43.283367"
"3324","36","LIS RUS ","FOOD","49","-30.085743","-51.246"
"3325","33","META EASSU PURUMACU ","GOOD","29","-23.579067","-46.59282"
"3365","31","RIOPULLAMU ","GOOD","29","-23.629826","-46.735203"
"3370","28","PUGUM ","GOOD","29","-23.595776","-46.685986"
"3388","43","SURIMRI ","GOOD","29","-25.441221","-49.27769"
"3393","20","UV LAMU ","GOOD","29","-22.996847","-43.359634"
"3394","8","UV LAMU ","GOOD","29","-22.921474","-43.23482"
"3401","43","FRUEOU ","FOOD","49","-25.441221","-49.27769"
"3402","44","FRUEOU ","FOOD","49","-25.43514","-49.316788"
"3403","75","FRUEOU ","FOOD","49","-25.477074","-49.28966"
"3404","42","FRUEOU ","FOOD","49","-25.438766","-49.266533"
"3405","27","PAMOIPIMG ","GOOD","29","-23.622995","-46.699203"
"3406","20","QUAGSALVUR ","GOOD","29","-22.996847","-43.359634"
"3412","75","RO PISMUAS ","FOOD","49","-25.477074","-49.28966"
"3418","25","IMACIS CIRIA","GOOD","29","-23.57017","-46.642044"
"3420","18","MZU PIEO SZIP ","GOOD","29","-22.94733","-43.183533"
"3422","3","EURECA ","GOOD",,"-30.037415","-51.20352"
"3432","43","RIOPULLAMU ","GOOD","29","-25.441221","-49.27769"
"3433","13","GRIME CRU ","GOOD","29","-22.887522","-43.283367"
"3434","33","I PIMACIRAI ","GOOD","29","-23.579067","-46.59282"
"3450","13","GIMAMI ","FOOD",,"-22.887522","-43.283367"
"3451","37","PUGUM ","GOOD","29","-23.507105","-46.718197"
"3460","75","CIRIOURI PURGAR ","FOOD","29","-25.477074","-49.28966"
"3468","75","RIVUMOI MRIMUIRAI ","FOOD","49","-25.477074","-49.28966"
"3490","25","IMO IMO ","GOOD","29","-23.570765","-46.642044"
"3491","31","IMO IMO ","GOOD","29","-23.631836","-46.735203"
"3492","17","IMO IMO ","GOOD","29","-23.59955","-46.636757"
"3493","33","IMO IMO ","GOOD","29","-23.579067","-46.594006"
"3497","26","IMO IMO ","GOOD","29","-23.563759","-46.652622"
"3498","37","IMO IMO ","GOOD","29","-23.507105","-46.718197"
"3500","13","MIA ","FOOD","29","-22.887522","-43.283367"
"3509","51","GASSA ","FOOD","49","-22.927336","-43.572533"
"3510","13","PAIRUMOU ","GOOD","29","-22.887522","-43.283367"
"3512","75","GOI SIPIMUSU ","FOOD","49","-25.477074","-49.28966"
"3528","51","ZIM M MUMEUR ","FOOD","49","-22.927336","-43.572533"
"3530","43","PRIMI U IRMU ","GOOD","29","-25.441221","-49.27769"
"3535","25","CZALLA PUIMS ","GOOD","29","-23.570765","-46.642044"
"3541","44","SUGIR PIGURO ","FOOD","49","-25.43514","-49.316788"
"3546","37","RIUSSUCIGU ","FOOD","49","-23.507105","-46.718197"
"3553","13","ILUMGI PRISMAUS ","GOOD","29","-22.887522","-43.283367"
"3588","35","IRUZZI ","GOOD","49","-22.97315","-43.37081"
"3595","43","IASZPILITA ","FOOD","49","-25.441221","-49.27769"
"3609","42","ZIZULO ","GOOD","29","-25.438766","-49.266533"
"3612","36","IMIA CIMCUPM ","FOOD","29","-30.085743","-51.246"
"3615","33","GAIVIMUI PIPO ","GOOD","29","-23.579067","-46.594006"
"3625","13","CIPRU ","FOOD","49","-22.887522","-43.283367"
"3627","13","O GARI! ","FOOD","49","-22.887522","-43.283367"
"3631","8","GIPUMZIGUM ","GOOD","29","-22.921474","-43.23482"
"3639","21","SUCOI LIMTRAS ","FOOD","49","-23.550407","-46.72129"
"3641","13","MRUS GIROUS ","FOOD","49","-22.887522","-43.283367"
"3644","75","ASOI ","FOOD","29","-25.477074","-49.28966"
"3646","43","ZIZULO ","GOOD","29","-25.441221","-49.27769"
"3648","8","PAMACIS ","GOOD","29","-22.921474","-43.23482"
"3688","21","SIFASMAQA ","GOOD","29","-23.550407","-46.72129"
